localdatetime,icon,summary,precip,temp,time,uv,wind
2019-04-17-10-47-26,b'cloudy',0,Overcast,55.91,1555512446,3,4.69
2019-04-18-22-54-39,b'clear-night',0,Clear,56.41,1555642479,0,2.16
2019-04-15-16-46-35,b'partly-cloudy-day',0,Mostly Cloudy,53.17,1555361195,2,12.53
2019-04-18-13-17-57,b'cloudy',0,Overcast,54.72,1555607877,4,5
2019-04-15-06-16-21,b'rain',1,Light Rain,60.23,1555323381,0,6.86
2019-04-17-16-17-32,b'clear-day',0,Clear,60.16,1555532252,3,7.64
2019-04-17-07-07-21,b'cloudy',0,Overcast,48.94,1555499241,0,0.93
2019-04-18-03-32-46,b'cloudy',0,Overcast,52.03,1555572766,0,4.05
2019-04-16-01-31-46,b'partly-cloudy-night',0,Partly Cloudy,46.48,1555392706,0,9.18
2019-04-16-12-56-59,b'clear-day',0,Clear,59.49,1555433819,7,11.74
2019-04-16-06-46-52,b'clear-day',0,Clear,44.24,1555411612,0,6.88
2019-04-17-02-22-16,b'rain',1,Light Rain,50.63,1555482136,0,5.63
2019-04-15-01-16-15,b'cloudy',0.22,Overcast,61.12,1555305375,0,9.79
2019-04-18-04-32-47,b'cloudy',0,Overcast,51.62,1555576367,0,7.28
2019-04-15-19-56-38,b'partly-cloudy-night',0,Mostly Cloudy,48.23,1555372598,0,12.43
None,b'clear-night',0,Clear,56.37,1555639651,0,3.24
2019-04-18-16-23-01,b'partly-cloudy-day',0,Mostly Cloudy,59.57,1555618981,2,4.92
2019-04-15-19-06-37,b'partly-cloudy-day',0,Mostly Cloudy,50.4,1555369597,0,11.27
2019-04-19-04-29-46,b'clear-night',0,Clear,58.68,1555662586,0,8.95
2019-04-18-06-47-49,b'cloudy',0,Overcast,51.15,1555584469,0,5.49
2019-04-17-21-42-39,b'partly-cloudy-night',0,Partly Cloudy,51.25,1555551759,0,3.53
2019-04-18-11-07-54,b'cloudy',0,Overcast,53.21,1555600074,3,7.04
2019-04-16-22-22-10,b'partly-cloudy-night',0,Mostly Cloudy,56.99,1555467730,0,8.41
2019-04-16-20-12-08,b'partly-cloudy-night',0,Mostly Cloudy,59.83,1555459928,0,8.19
2019-04-15-02-51-17,b'partly-cloudy-night',0,Mostly Cloudy,64.3,1555311077,0,10.83
2019-04-19-01-09-42,b'clear-night',0,Clear,55.67,1555650582,0,5.66
2019-04-16-20-22-08,b'partly-cloudy-night',0,Mostly Cloudy,59.41,1555460528,0,7.96
2019-04-15-19-01-37,b'partly-cloudy-day',0,Mostly Cloudy,50.56,1555369297,0,11.21
2019-04-15-13-36-31,b'cloudy',0,Overcast,55.06,1555349791,3,16.18
2019-04-15-15-31-33,b'partly-cloudy-day',0,Mostly Cloudy,54.97,1555356693,3,12.11
2019-04-14-23-36-13,b'rain',1,Drizzle,59.95,1555299373,0,7.92
2019-04-19-03-49-45,b'clear-night',0,Clear,58.55,1555660185,0,8.22
2019-04-17-02-47-17,b'cloudy',0.24,Overcast,50.8,1555483637,0,3.91
2019-04-17-18-27-35,b'partly-cloudy-day',0,Partly Cloudy,56.57,1555540055,0,8.66
2019-04-19-18-25-04,b'partly-cloudy-day',0,Mostly Cloudy,70.35,1555712704,0,11.35
2019-04-17-19-42-36,b'partly-cloudy-night',0,Mostly Cloudy,52.58,1555544556,0,7.65
2019-04-18-10-12-53,b'cloudy',0,Overcast,53.34,1555596773,3,7.14
2019-04-19-08-09-50,b'partly-cloudy-day',0,Partly Cloudy,63.32,1555675790,1,7.5
2019-04-17-11-42-27,b'cloudy',0,Overcast,57.18,1555515747,3,5
2019-04-15-23-16-43,b'partly-cloudy-night',0,Mostly Cloudy,46.9,1555384603,0,10.74
2019-04-14-22-21-12,b'rain',1,Light Rain,59.65,1555294872,0,3.61
2019-04-16-13-17-00,b'clear-day',0,Clear,60.21,1555435020,7,11.84
2019-04-16-14-37-01,b'clear-day',0,Clear,64.68,1555439821,6,11.25
2019-04-18-02-42-44,b'cloudy',0,Overcast,51.75,1555569764,0,3.91
2019-04-18-15-53-00,b'partly-cloudy-day',0,Mostly Cloudy,58.45,1555617180,3,5.15
2019-04-16-15-22-02,b'clear-day',0,Clear,64.51,1555442522,5,11.63
2019-04-16-16-32-04,b'clear-day',0,Clear,65.57,1555446724,3,10.13
2019-04-17-06-42-21,b'cloudy',0,Overcast,47.8,1555497741,0,3.02
2019-04-18-14-37-59,b'partly-cloudy-day',0,Mostly Cloudy,56.59,1555612679,4,5.38
2019-04-18-14-17-59,b'partly-cloudy-day',0,Mostly Cloudy,55.29,1555611479,4,5.22
2019-04-15-16-51-35,b'partly-cloudy-day',0,Mostly Cloudy,53.05,1555361495,1,12.55
2019-04-17-07-17-22,b'cloudy',0,Overcast,49,1555499842,0,0.79
2019-04-18-21-18-07,b'clear-night',0,Clear,57.47,1555636687,0,4.68
2019-04-19-17-45-03,b'partly-cloudy-day',0,Partly Cloudy,72.69,1555710303,1,11.77
2019-04-19-06-54-49,b'partly-cloudy-day',0,Mostly Cloudy,61.76,1555671289,0,6.18
2019-04-15-11-46-28,b'rain',1,Light Rain,59.16,1555343188,3,11.9
2019-04-15-23-06-43,b'partly-cloudy-night',0,Mostly Cloudy,47.03,1555384003,0,10.75
2019-04-18-11-02-54,b'cloudy',0,Overcast,53.2,1555599774,3,7
2019-04-19-12-24-55,b'partly-cloudy-day',0,Mostly Cloudy,70.73,1555691095,6,6.4
2019-04-19-01-04-42,b'clear-night',0,Clear,55.63,1555650282,0,5.58
2019-04-15-14-56-33,b'partly-cloudy-day',0,Mostly Cloudy,55.15,1555354593,3,12.54
2019-04-18-19-08-05,b'partly-cloudy-day',0,Partly Cloudy,58.38,1555628885,0,3.46
2019-04-16-06-16-52,b'clear-night',0,Clear,44.36,1555409812,0,8.87
2019-04-16-12-46-59,b'clear-day',0,Clear,59.03,1555433219,7,12.3
2019-04-16-07-16-53,b'clear-day',0,Clear,44.76,1555413413,0,7.39
2019-04-19-12-09-55,b'partly-cloudy-day',0,Mostly Cloudy,69.96,1555690195,6,6.02
2019-04-17-02-12-16,b'rain',1,Light Rain,50.82,1555481536,0,5.65
2019-04-17-15-42-31,b'clear-day',0,Clear,63.12,1555530151,4,6.82
2019-04-19-15-14-59,b'partly-cloudy-day',0,Mostly Cloudy,76.4,1555701299,4,11.14
2019-04-18-19-03-05,b'partly-cloudy-day',0,Partly Cloudy,58.49,1555628585,0,3.46
2019-04-17-21-12-38,b'partly-cloudy-night',0,Mostly Cloudy,50.99,1555549958,0,6.15
2019-04-19-07-29-49,b'partly-cloudy-day',0,Mostly Cloudy,62.58,1555673389,0,7.22
2019-04-15-02-56-17,b'partly-cloudy-night',0,Mostly Cloudy,64.42,1555311377,0,11.06
2019-04-15-13-01-30,b'cloudy',0,Overcast,56.06,1555347690,3,14.43
2019-04-17-22-07-39,b'partly-cloudy-night',0,Mostly Cloudy,51.01,1555553259,0,2.96
2019-04-18-09-37-53,b'cloudy',0,Overcast,52.99,1555594673,2,7.68
2019-04-16-03-46-49,b'clear-night',0,Clear,45.23,1555400809,0,7.19
2019-04-16-00-41-45,b'partly-cloudy-night',0,Mostly Cloudy,46.46,1555389705,0,10.43
2019-04-15-07-56-23,b'partly-cloudy-day',0.21,Mostly Cloudy,59.96,1555329383,1,3.53
2019-04-19-07-24-49,b'partly-cloudy-day',0,Mostly Cloudy,62.45,1555673089,0,7.05
2019-04-15-10-21-27,b'clear-day',0,Clear,61.68,1555338087,4,7.77
2019-04-15-14-31-32,b'cloudy',0,Overcast,54.69,1555353092,3,17.98
2019-04-15-06-01-21,b'rain',1,Rain,60.21,1555322481,0,6.88
2019-04-16-11-41-58,b'clear-day',0,Clear,56.63,1555429318,6,11.52
2019-04-19-13-44-57,b'partly-cloudy-day',0,Mostly Cloudy,75.11,1555695897,5,8.1
2019-04-17-00-37-14,b'cloudy',0,Overcast,54.14,1555475834,0,6.81
2019-04-17-20-37-37,b'partly-cloudy-night',0,Mostly Cloudy,50.23,1555547857,0,7.14
2019-04-15-04-31-19,b'rain',1,Light Rain,65.96,1555317079,0,11.38
2019-04-14-22-51-12,b'cloudy',0.2,Overcast,60.26,1555296672,0,5.29
2019-04-15-07-41-23,b'cloudy',0,Overcast,59.69,1555328483,0,7.17
2019-04-17-01-12-15,b'rain',1,Rain,53.37,1555477935,0,6.11
2019-04-18-23-44-40,b'partly-cloudy-night',0,Partly Cloudy,56.16,1555645480,0,3.29
2019-04-17-13-07-28,b'partly-cloudy-day',0,Mostly Cloudy,60.31,1555520848,5,3.22
2019-04-15-12-56-30,b'cloudy',0,Overcast,56.2,1555347390,3,14.28
2019-04-19-12-04-55,b'partly-cloudy-day',0,Mostly Cloudy,69.7,1555689895,6,5.89
2019-04-19-14-04-57,b'partly-cloudy-day',0,Mostly Cloudy,75.73,1555697097,5,8.94
2019-04-17-21-22-38,b'partly-cloudy-night',0,Mostly Cloudy,50.95,1555550558,0,5.92
2019-04-15-20-21-39,b'partly-cloudy-night',0,Partly Cloudy,47.75,1555374099,0,12.21
2019-04-18-02-17-44,b'cloudy',0,Overcast,51.69,1555568264,0,3.37
2019-04-16-12-06-58,b'clear-day',0,Clear,57.95,1555430818,7,12.93
2019-04-16-14-32-01,b'clear-day',0,Clear,63.83,1555439521,6,11.95
2019-04-16-05-36-51,b'clear-night',0,Clear,43.99,1555407411,0,6.56
2019-04-17-08-07-23,b'cloudy',0,Overcast,50.3,1555502843,1,0.66
2019-04-18-11-17-55,b'cloudy',0,Overcast,53.12,1555600675,3,7.67
2019-04-16-20-37-08,b'partly-cloudy-night',0,Mostly Cloudy,59.34,1555461428,0,7.45
2019-04-15-14-11-32,b'cloudy',0,Overcast,55.1,1555351892,3,16.57
2019-04-15-10-16-27,b'clear-day',0,Clear,61.51,1555337787,4,7.35
2019-04-17-14-57-30,b'partly-cloudy-day',0,Partly Cloudy,62.85,1555527450,5,5.87
2019-04-18-04-57-47,b'partly-cloudy-night',0,Mostly Cloudy,51.47,1555577867,0,4.21
2019-04-19-03-14-44,b'clear-night',0,Clear,58.09,1555658084,0,6.17
2019-04-15-22-41-42,b'partly-cloudy-night',0,Partly Cloudy,46.73,1555382502,0,7.61
2019-04-15-03-41-18,b'partly-cloudy-night',0,Mostly Cloudy,64.71,1555314078,0,10.6
2019-04-18-20-13-06,b'partly-cloudy-night',0,Partly Cloudy,57.29,1555632786,0,3.76
2019-04-19-07-09-49,b'partly-cloudy-day',0,Mostly Cloudy,62.07,1555672189,0,6.53
2019-04-15-08-41-24,b'partly-cloudy-day',0,Mostly Cloudy,61.93,1555332084,1,0.92
2019-04-15-09-36-26,b'partly-cloudy-day',0,Partly Cloudy,62.29,1555335386,3,7.79
2019-04-15-05-11-20,b'rain',1,Rain,64.49,1555319480,0,8.65
2019-04-17-03-57-18,b'rain',0.97,Light Rain,50.31,1555487838,0,3.13
2019-04-18-22-14-38,b'clear-night',0,Clear,56.32,1555640078,0,3.24
2019-04-19-04-44-46,b'clear-night',0,Clear,58.98,1555663486,0,9.39
2019-04-17-10-32-26,b'cloudy',0,Overcast,56.2,1555511546,3,5.38
2019-04-17-12-12-27,b'partly-cloudy-day',0,Mostly Cloudy,58.75,1555517547,5,4.21
2019-04-18-02-37-44,b'cloudy',0,Overcast,51.75,1555569464,0,3.82
2019-04-18-02-27-44,b'cloudy',0,Overcast,51.76,1555568864,0,3.63
2019-04-16-04-01-49,b'clear-night',0,Clear,44.87,1555401709,0,7.11
2019-04-16-18-52-06,b'clear-day',0,Clear,63.66,1555455126,0,10.4
2019-04-19-11-14-54,b'partly-cloudy-day',0,Mostly Cloudy,69.59,1555686894,5,8.54
2019-04-18-20-33-07,b'partly-cloudy-night',0,Partly Cloudy,57.08,1555633987,0,4.03
2019-04-19-16-05-00,b'partly-cloudy-day',0,Mostly Cloudy,77.13,1555704300,3,9.53
2019-04-15-11-16-28,b'rain',1,Rain,62.27,1555341388,4,9.39
2019-04-19-01-29-42,b'clear-night',0,Clear,55.92,1555651782,0,5.97
2019-04-16-06-21-52,b'clear-day',0,Clear,44.35,1555410112,0,8.84
2019-04-18-21-58-11,b'clear-night',0,Clear,56.45,1555639091,0,3.21
2019-04-18-21-53-11,b'clear-night',0,Clear,56.5,1555638791,0,3.14
2019-04-18-06-37-49,b'partly-cloudy-day',0,Mostly Cloudy,51.43,1555583869,0,5.42
2019-04-17-09-57-25,b'cloudy',0,Overcast,54.83,1555509445,2,5.25
2019-04-18-09-02-52,b'cloudy',0.06,Overcast,53.6,1555592572,2,6.97
2019-04-15-18-01-36,b'partly-cloudy-day',0,Mostly Cloudy,52.06,1555365696,0,9.72
2019-04-19-00-24-41,b'partly-cloudy-night',0,Partly Cloudy,55.19,1555647881,0,3.44
2019-04-15-23-31-43,b'partly-cloudy-night',0,Mostly Cloudy,46.7,1555385503,0,10.81
2019-04-15-07-06-22,b'rain',1,Light Rain,59.21,1555326382,0,7.11
2019-04-17-15-37-31,b'clear-day',0,Clear,63.11,1555529851,4,6.72
2019-04-19-02-49-44,b'clear-night',0,Clear,57.9,1555656584,0,5.54
2019-04-18-22-09-38,b'clear-night',0,Clear,56.36,1555639778,0,3.24
2019-04-18-14-52-59,b'partly-cloudy-day',0,Mostly Cloudy,56.1,1555613579,4,6.51
2019-04-15-09-01-25,b'partly-cloudy-day',0,Partly Cloudy,60.88,1555333285,2,5.02
2019-04-17-22-47-40,b'partly-cloudy-night',0.36,Mostly Cloudy,51.36,1555555660,0,2.77
2019-04-17-16-22-32,b'clear-day',0,Clear,60.12,1555532552,3,7.71
2019-04-15-14-41-32,b'wind',0,Breezy and Overcast,54.65,1555353692,3,19.18
2019-04-17-09-47-25,b'cloudy',0,Overcast,54.46,1555508845,2,5.19
2019-04-18-01-47-43,b'partly-cloudy-night',0.31,Mostly Cloudy,51.38,1555566463,0,6.49
2019-04-15-03-36-18,b'partly-cloudy-night',0,Mostly Cloudy,64.55,1555313778,0,10.57
2019-04-19-10-19-53,b'partly-cloudy-day',0,Mostly Cloudy,67.56,1555683593,4,9.11
2019-04-16-14-42-01,b'clear-day',0,Clear,64.85,1555440121,6,11.27
2019-04-17-04-12-18,b'rain',0.99,Drizzle,50.2,1555488738,0,3.11
2019-04-15-08-46-24,b'partly-cloudy-day',0.03,Mostly Cloudy,60.99,1555332384,1,1.5
2019-04-17-02-42-16,b'rain',0.96,Drizzle,50.48,1555483336,0,5.72
2019-04-17-02-17-16,b'rain',1,Light Rain,50.73,1555481836,0,5.64
2019-04-15-14-26-32,b'cloudy',0,Overcast,54.8,1555352792,3,17.53
2019-04-15-07-31-23,b'cloudy',0,Overcast,59.56,1555327883,0,7.15
2019-04-18-14-07-58,b'partly-cloudy-day',0,Mostly Cloudy,54.66,1555610878,4,5.19
2019-04-16-02-31-47,b'clear-night',0,Clear,46.37,1555396307,0,9.76
2019-04-16-22-17-10,b'partly-cloudy-night',0,Mostly Cloudy,57.08,1555467430,0,8.42
2019-04-16-01-16-46,b'partly-cloudy-night',0,Partly Cloudy,46.7,1555391806,0,9.27
2019-04-15-13-41-31,b'cloudy',0,Overcast,56.59,1555350091,3,15.63
2019-04-15-20-26-39,b'partly-cloudy-night',0,Partly Cloudy,47.65,1555374399,0,12.2
2019-04-18-03-37-46,b'cloudy',0,Overcast,52.03,1555573066,0,4.09
2019-04-16-16-42-04,b'clear-day',0,Clear,66.12,1555447324,2,10.33
2019-04-15-22-31-42,b'partly-cloudy-night',0,Partly Cloudy,47.05,1555381902,0,8.84
2019-04-17-01-42-15,b'rain',1,Light Rain,52.38,1555479735,0,6.71
2019-04-16-13-37-00,b'clear-day',0,Clear,60.92,1555436220,7,11.97
2019-04-17-10-02-25,b'cloudy',0,Overcast,55.02,1555509745,2,5.27
2019-04-18-03-02-45,b'cloudy',0,Overcast,52.07,1555570965,0,3.84
2019-04-16-01-41-46,b'clear-night',0,Clear,46.91,1555393306,0,9.47
2019-04-17-23-02-40,b'partly-cloudy-night',0,Mostly Cloudy,51.3,1555556560,0,2.92
2019-04-17-03-22-17,b'cloudy',0,Overcast,50.34,1555485737,0,4.3
2019-04-16-13-27-00,b'clear-day',0,Clear,60.56,1555435620,7,11.91
2019-04-18-01-37-43,b'partly-cloudy-night',0.37,Mostly Cloudy,51.48,1555565863,0,6.36
2019-04-15-23-36-43,b'partly-cloudy-night',0,Mostly Cloudy,46.51,1555385803,0,9.63
2019-04-17-00-57-14,b'rain',1,Rain,53.82,1555477034,0,5.92
2019-04-15-06-06-21,b'rain',1,Rain,60.22,1555322781,0,6.87
2019-04-16-05-56-51,b'clear-night',0,Clear,44.42,1555408611,0,8.96
2019-04-19-08-49-51,b'partly-cloudy-day',0,Mostly Cloudy,63.33,1555678191,2,7.72
2019-04-17-04-17-18,b'rain',1,Drizzle,50.17,1555489038,0,3.12
2019-04-17-15-47-31,b'clear-day',0,Clear,60.28,1555530451,4,7.09
2019-04-18-17-13-02,b'partly-cloudy-day',0,Mostly Cloudy,59.06,1555621982,1,4.7
2019-04-15-19-11-37,b'partly-cloudy-day',0,Mostly Cloudy,50.24,1555369897,0,11.33
2019-04-19-11-39-54,b'partly-cloudy-day',0,Mostly Cloudy,70.33,1555688394,5,8.79
2019-04-16-20-02-08,b'partly-cloudy-night',0,Mostly Cloudy,60.38,1555459328,0,8.4
2019-04-17-13-02-28,b'partly-cloudy-day',0,Mostly Cloudy,60.13,1555520548,5,3.18
2019-04-18-19-18-05,b'partly-cloudy-day',0,Mostly Cloudy,58.16,1555629485,0,3.45
2019-04-18-10-02-53,b'cloudy',0,Overcast,53.49,1555596173,3,7.07
2019-04-17-08-12-23,b'cloudy',0,Overcast,50.44,1555503143,1,0.67
2019-04-15-09-06-25,b'partly-cloudy-day',0,Partly Cloudy,61.08,1555333585,2,5.41
2019-04-19-13-14-56,b'partly-cloudy-day',0,Mostly Cloudy,74.2,1555694096,6,8.79
2019-04-18-20-58-07,b'clear-night',0.25,Clear,57.79,1555635487,0,4.54
2019-04-16-11-51-58,b'clear-day',0,Clear,57.36,1555429918,6,12.87
2019-04-15-06-11-21,b'rain',1,Light Rain,60.22,1555323081,0,6.86
2019-04-15-03-06-17,b'partly-cloudy-night',0,Mostly Cloudy,64.56,1555311977,0,11.8
2019-04-18-14-57-59,b'partly-cloudy-day',0,Mostly Cloudy,56.16,1555613879,4,6.43
2019-04-19-02-19-43,b'rain',0.99,Drizzle,57.18,1555654783,0,6.13
2019-04-17-14-12-30,b'partly-cloudy-day',0,Partly Cloudy,60.92,1555524750,6,4.53
2019-04-18-21-23-08,b'clear-night',0,Clear,57.41,1555636988,0,4.67
2019-04-17-02-57-17,b'cloudy',0,Overcast,50.69,1555484237,0,4.06
2019-04-16-00-46-45,b'partly-cloudy-night',0,Partly Cloudy,47.04,1555390005,0,9.72
2019-04-17-05-57-20,b'cloudy',0,Overcast,48.2,1555495040,0,3.19
2019-04-17-09-02-24,b'cloudy',0,Overcast,52.53,1555506144,2,3.02
2019-04-18-12-22-56,b'cloudy',0,Overcast,54.46,1555604576,4,6.25
2019-04-15-19-31-38,b'partly-cloudy-night',0,Partly Cloudy,49.61,1555371098,0,11.62
2019-04-15-15-21-33,b'partly-cloudy-day',0,Mostly Cloudy,55.38,1555356093,3,11.8
2019-04-17-00-32-14,b'rain',1,Drizzle,54.27,1555475534,0,6.89
2019-04-19-09-29-52,b'partly-cloudy-day',0,Mostly Cloudy,64.58,1555680592,3,8.16
2019-04-17-14-02-29,b'partly-cloudy-day',0,Partly Cloudy,60.77,1555524149,6,4.4
2019-04-16-03-36-49,b'clear-night',0,Clear,45.44,1555400209,0,8.16
2019-04-15-10-31-27,b'clear-day',0,Clear,62.04,1555338687,4,8.65
2019-04-14-22-31-12,b'rain',1,Light Rain,59.67,1555295472,0,3.72
2019-04-15-23-21-43,b'partly-cloudy-night',0,Mostly Cloudy,46.84,1555384903,0,10.74
2019-04-18-21-28-08,b'clear-night',0,Clear,57.35,1555637288,0,4.66
2019-04-18-18-48-04,b'partly-cloudy-day',0,Partly Cloudy,58.7,1555627684,0,3.57
2019-04-15-04-01-18,b'cloudy',0,Overcast,65.97,1555315278,0,10.68
2019-04-18-00-22-42,b'cloudy',0.06,Overcast,51,1555561362,0,3.69
2019-04-19-06-19-48,b'partly-cloudy-day',0,Partly Cloudy,59.92,1555669188,0,5.65
2019-04-17-12-02-27,b'partly-cloudy-day',0,Mostly Cloudy,58.37,1555516947,4,4.33
2019-04-15-12-36-29,b'rain',1,Drizzle,57.79,1555346189,4,15.33
2019-04-16-02-36-48,b'clear-night',0,Clear,46.3,1555396608,0,9.76
2019-04-16-06-11-52,b'clear-night',0,Clear,44.37,1555409512,0,8.9
2019-04-15-19-36-38,b'partly-cloudy-night',0,Partly Cloudy,49.45,1555371398,0,11.7
2019-04-19-15-44-59,b'partly-cloudy-day',0,Mostly Cloudy,77.25,1555703099,3,9.63
2019-04-16-00-31-45,b'partly-cloudy-night',0,Mostly Cloudy,46.62,1555389105,0,10.81
2019-04-18-17-28-02,b'partly-cloudy-day',0,Mostly Cloudy,59.59,1555622882,1,5.32
2019-04-19-03-29-44,b'clear-night',0.68,Clear,58.14,1555658984,0,6.31
2019-04-19-11-34-54,b'rain',0.8,Drizzle,70.22,1555688094,5,8.76
2019-04-15-07-11-22,b'rain',1,Light Rain,59.28,1555326682,0,7.12
2019-04-16-03-41-49,b'clear-night',0,Clear,45.41,1555400509,0,7.04
2019-04-19-14-54-58,b'partly-cloudy-day',0,Mostly Cloudy,76,1555700098,4,11.14
2019-04-16-07-06-53,b'clear-day',0,Clear,44.46,1555412813,0,7.2
2019-04-18-05-07-47,b'partly-cloudy-night',0,Mostly Cloudy,51.42,1555578467,0,4.4
2019-04-17-17-57-34,b'clear-day',0,Clear,58.18,1555538254,1,8.58
2019-04-15-02-11-16,b'partly-cloudy-night',0,Mostly Cloudy,63.67,1555308676,0,11.42
2019-04-15-20-56-40,b'partly-cloudy-night',0,Mostly Cloudy,47.92,1555376200,0,11.99
2019-04-19-00-44-41,b'partly-cloudy-night',0,Partly Cloudy,55.37,1555649081,0,3.64
2019-04-15-11-51-29,b'rain',1,Rain,59.02,1555343489,3,12.72
2019-04-19-05-14-47,b'partly-cloudy-night',0,Partly Cloudy,58.99,1555665287,0,9.81
2019-04-18-12-12-56,b'rain',0.97,Drizzle,54.24,1555603976,4,6.04
2019-04-15-12-46-30,b'rain',1,Light Rain,56.48,1555346790,3,13.86
2019-04-17-03-12-17,b'rain',1,Drizzle,50.48,1555485137,0,4.19
2019-04-17-11-37-27,b'cloudy',0,Overcast,57.04,1555515447,3,5.01
2019-04-17-16-42-32,b'clear-day',0,Clear,60.2,1555533752,2,6.53
2019-04-16-08-41-54,b'clear-day',0,Clear,48.05,1555418514,1,8.89
2019-04-15-03-11-17,b'partly-cloudy-night',0,Mostly Cloudy,64.6,1555312277,0,11.85
2019-04-17-19-37-36,b'partly-cloudy-night',0,Partly Cloudy,52.82,1555544256,0,7.71
2019-04-16-16-12-03,b'clear-day',0,Clear,65.26,1555445523,3,10.34
2019-04-17-06-52-21,b'cloudy',0,Overcast,48.96,1555498341,0,0.88
2019-04-16-05-51-51,b'clear-night',0,Clear,44.48,1555408311,0,8.87
2019-04-15-14-01-31,b'cloudy',0,Overcast,55.31,1555351291,3,16.28
2019-04-17-21-47-39,b'partly-cloudy-night',0,Mostly Cloudy,51.11,1555552059,0,3.4
2019-04-18-10-57-54,b'cloudy',0,Overcast,53.21,1555599474,3,7.03
2019-04-18-10-32-54,b'cloudy',0,Overcast,53.05,1555597974,3,7.31
2019-04-19-18-35-04,b'partly-cloudy-day',0,Mostly Cloudy,71,1555713304,0,10.27
2019-04-17-14-27-30,b'partly-cloudy-day',0,Partly Cloudy,61.05,1555525650,5,4.8
2019-04-15-08-16-24,b'partly-cloudy-day',0,Mostly Cloudy,60.91,1555330584,1,1.99
2019-04-18-23-24-40,b'clear-night',0,Clear,56.22,1555644280,0,2.96
2019-04-17-00-27-14,b'rain',1,Drizzle,54.39,1555475234,0,6.98
2019-04-17-06-57-21,b'cloudy',0,Overcast,48.92,1555498641,0,0.98
2019-04-17-11-07-26,b'cloudy',0,Overcast,56.63,1555513646,3,4.77
2019-04-14-22-41-12,b'cloudy',0,Overcast,60.18,1555296072,0,5.1
2019-04-15-16-26-34,b'wind',0,Breezy and Mostly Cloudy,53.02,1555359994,2,19.41
2019-04-16-00-51-45,b'partly-cloudy-night',0,Partly Cloudy,46.99,1555390305,0,9.61
2019-04-16-04-16-50,b'clear-night',0,Clear,44.6,1555402610,0,7.02
2019-04-16-22-07-10,b'partly-cloudy-night',0.39,Partly Cloudy,57.26,1555466830,0,8.46
2019-04-19-05-39-47,b'partly-cloudy-night',0,Mostly Cloudy,58.73,1555666787,0,9.76
2019-04-15-07-26-23,b'cloudy',0,Overcast,59.49,1555327583,0,7.14
2019-04-16-23-12-11,b'rain',1,Light Rain,56.8,1555470731,0,7.85
2019-04-19-05-29-47,b'partly-cloudy-night',0,Partly Cloudy,59.07,1555666187,0,10.22
2019-04-15-05-36-20,b'rain',1,Heavy Rain,64.31,1555320980,0,4.01
2019-04-18-22-39-39,b'clear-night',0,Clear,56.03,1555641579,0,3.39
2019-04-18-14-42-59,b'partly-cloudy-day',0,Mostly Cloudy,56.91,1555612979,4,5.43
2019-04-18-12-47-56,b'rain',0.64,Drizzle,53.67,1555606076,4,7.32
2019-04-18-12-57-57,b'cloudy',0,Overcast,53.97,1555606677,4,4.73
2019-04-15-14-36-32,b'wind',0,Breezy and Overcast,54.8,1555353392,3,18.69
2019-04-19-12-49-56,b'partly-cloudy-day',0,Mostly Cloudy,72.47,1555692596,5,7.69
2019-04-17-01-02-14,b'rain',1,Rain,53.69,1555477334,0,5.96
2019-04-18-14-12-58,b'partly-cloudy-day',0,Mostly Cloudy,54.99,1555611178,4,5.21
2019-04-18-04-27-47,b'cloudy',0,Overcast,51.61,1555576067,0,7.26
2019-04-18-11-22-55,b'cloudy',0,Overcast,53.13,1555600975,3,7.73
2019-04-17-13-42-29,b'partly-cloudy-day',0,Partly Cloudy,61.52,1555522949,5,3.93
2019-04-18-23-04-39,b'clear-night',0,Clear,56.36,1555643079,0,2.22
2019-04-17-16-12-32,b'clear-day',0,Clear,60.2,1555531952,3,7.56
2019-04-19-14-29-58,b'partly-cloudy-day',0,Mostly Cloudy,75.83,1555698598,4,9.5
2019-04-15-02-26-16,b'partly-cloudy-night',0,Mostly Cloudy,64.27,1555309576,0,11.93
2019-04-16-16-57-04,b'clear-day',0,Clear,66.4,1555448224,2,10.11
2019-04-15-15-26-33,b'partly-cloudy-day',0,Mostly Cloudy,55.17,1555356393,3,11.93
2019-04-18-09-57-53,b'cloudy',0,Overcast,53.55,1555595873,2,7.08
2019-04-16-14-17-01,b'clear-day',0,Clear,63.33,1555438621,6,11.99
2019-04-15-18-06-36,b'rain',0.66,Drizzle,51.93,1555365996,0,9.78
2019-04-18-17-48-03,b'partly-cloudy-day',0,Mostly Cloudy,59.74,1555624083,1,4.81
2019-04-16-06-01-51,b'clear-night',0,Clear,44.39,1555408911,0,9
2019-04-18-18-43-04,b'partly-cloudy-day',0,Mostly Cloudy,58.63,1555627384,0,5.75
2019-04-19-14-14-58,b'partly-cloudy-day',0,Mostly Cloudy,75.77,1555697698,5,9.16
2019-04-16-11-21-57,b'clear-day',0,Clear,55.9,1555428117,6,11.24
2019-04-17-08-17-23,b'cloudy',0,Overcast,50.57,1555503443,1,0.69
2019-04-17-17-47-34,b'clear-day',0,Clear,58.43,1555537654,1,8.46
2019-04-16-19-37-07,b'clear-night',0,Clear,62.11,1555457827,0,9.54
2019-04-15-16-56-35,b'partly-cloudy-day',0,Mostly Cloudy,52.94,1555361795,1,12.57
